20 Aql       19 12 40.71 -07 56 22.3 179406  5.3 B2/3II            3.33  0.25  14.93  0.23  -6.63  0.16 -23.0  0.7
21 Aql       19 13 42.70 +02 17 37.3 179761  5.2 B7III             4.59  0.29   6.95  0.25  -3.28  0.20  -3.2  0.1
1 Vul        19 16 13.04 +21 23 25.5 180554  4.8 B4IV              4.02  0.37   0.21  0.33  -6.84  0.37 -25.2 10.0
HR 7361      19 19 46.14 +64 23 26.9 182308  6.5 A0Ib              3.55  0.27  -0.86  0.29   8.00  0.31 -18.8  0.4
HR 7471      19 38 48.99 +03 22 53.5 185423  6.4 B5Ib/II          -9.99 -9.99   0.54  0.53  -0.11  0.20  -1.0  4.3
sig Aql      19 39 11.64 +05 23 52.0 185507  5.2 B3V               4.18  0.40   3.97  0.49  -4.26  0.36  -4.5  2.8
HD 186568    19 43 51.45 +34 09 45.8 186568  6.1 B8III             3.02  0.27   6.78  0.19   4.09  0.32  -8.8  0.1
HR 7516      19 45 52.23 -02 53 00.4 186660  6.5 B2III/IV          2.76  0.53  -1.08  0.55  -1.77  0.42 -17.4  2.9
9 Sge        19 52 21.76 +18 40 18.8 188001  6.2 O7.5Iabf         -9.99 -9.99  -2.03  0.66 -10.30  0.56  13.6  2.3
57 Aql A     19 54 37.65 -08 13 38.2 188293  5.7 B7Vn              6.76  0.37   6.61  0.32 -25.75  0.30  -6.0  7.4
57 Aql B     19 54 38.06 -08 14 13.4 188294  6.4 B8V               6.42  0.58   2.13  0.49 -30.77  0.46  -5.0  7.4
HD 190603    20 04 36.17 +32 13 07.0 190603  5.7 B1.5Ia            0.57  0.29  -2.93  0.20 -11.07  0.22  21.1  2.9
ome01 Cyg    20 30 03.54 +48 57 05.6 195556  4.9 B2.5IV            3.59  0.18  10.63  0.18   7.22  0.16 -21.9  2.0
28 Vul       20 38 31.91 +24 06 57.4 196740  5.0 B5IV              6.24  0.24   9.34  0.19  -7.92  0.17 -22.6  1.2
ups Pav      20 41 57.08 -66 45 38.4 196519  5.1 B9III             4.15  0.27   9.15  0.15 -23.79  0.19   7.0  4.2
V* V379 Cep  20 43 13.68 +57 06 50.3 197770  6.3 B2III             0.31  9.40  -2.36  0.24  -3.54  0.33 -15.0  4.3
55 Cyg       20 48 56.29 +46 06 50.9 198478  4.9 B4Ia              1.40  0.17  -2.65  0.20  -2.84  0.17  -7.2  2.8
BW Vul       20 54 22.40 +28 31 19.2 199140  6.5 B2IIIv            3.12  0.40   1.42  0.40  -5.11  0.30  -6.1  3.0
HD 199478    20 55 49.80 +47 25 03.6 199478  5.6 B8Ia             -9.99 -9.99  -2.09  0.22  -3.91  0.25 -15.0  7.4
HR 8105      21 11 03.77 +36 17 58.5 201819  6.5 B1Vp              0.87  0.34   0.37  0.23   0.53  0.30  -6.0  3.0
HD 202214    21 11 48.24 +59 59 11.8 202214  5.7 O9.5IV            0.76  0.42  -2.39  0.30  -3.17  0.36 -16.2  2.9
HD 203025    21 17 18.79 +58 36 41.3 203025  6.4 B2IIIe            1.19  0.29  -3.34  0.26  -3.20  0.24  -6.1  7.4
sig Cyg      21 17 24.95 +39 23 40.9 202850  4.2 A0Ia              1.13  0.19  -0.13  0.13  -3.58  0.14  -5.3  0.4
68 Cyg       21 18 27.19 +43 56 45.4 203064  5.0 O7.5IIIn((f))     0.70  0.23   4.85  0.22  -8.40  0.20 -30.0 10.0
alf Cep      21 18 34.77 +62 35 08.1 203280  2.5 A8Vn             66.50  0.11 150.55  0.90  49.09  0.09 -15.8  1.1
6 Cep        21 19 22.22 +64 52 18.7 203467  5.2 B3IVe             1.64  0.17   5.20  0.18   5.69  0.16 -16.5  1.4
HD 207198    21 44 53.28 +62 27 38.0 207198  5.9 O8.5II            1.09  0.24  -3.24  0.30  -2.29  0.23 -17.6  1.4
pi.02 Cyg    21 46 47.61 +49 18 34.5 207330  4.2 B3III             2.95  0.34   2.77  0.30  -2.00  0.31 -12.3  7.4
HR 8341      21 49 26.87 +20 27 44.8 207563  6.3 B2V               2.79  0.31   1.17  0.28  -0.06  0.25 -16.3  1.8
HR 8357      21 52 01.04 +55 47 48.2 208095  5.7 B6IV-V            2.17  2.31  17.25  2.04  -5.73  1.89 -19.4  4.3
ksi Cep      22 03 47.45 +64 37 40.7 209790  6.5 Am+F7/8V         33.79  1.06 215.46  1.14  91.06  0.97 -10.7  4.1
lam Cep      22 11 30.58 +59 24 52.2 210839  5.0 O6.5I(n)fp        1.65  0.22  -7.46  0.22 -11.09  0.18 -75.1  0.9
HR 8490      22 13 49.70 +63 09 44.4 211242  6.1 B8Vn              2.50  0.25  -7.75  0.34  -7.93  0.29  15.1  3.6
30 Peg       22 20 27.58 +05 47 22.2 211924  5.4 B5IV              2.56  0.30  19.57  0.35   2.63  0.21 -13.8  1.0
4 Lac        22 24 30.99 +49 28 35.0 212593  4.6 A0Ib              1.45  0.35  -5.55  0.31  -2.85  0.32 -26.0  1.7
pi. Aqr      22 25 16.62 +01 22 38.6 212571  4.6 B1III-IVe         4.17  0.27  17.83  0.27   2.41  0.20  -4.9  0.1
HD 212883    22 26 45.56 +37 26 37.3 212883  6.5 B2V               2.18  0.62  -0.48  0.67  -5.48  0.54  -9.0  1.0
26 Cep       22 27 05.31 +65 07 56.2 213087  5.5 B0.5Ib            0.61  0.24   0.10  0.27  -2.62  0.24 -12.7  1.6
8 Lac B      22 35 52.11 +39 37 41.3 214168  5.7 B1.5Vs            1.51  1.31   9.95  6.63 -11.54  4.92 -11.7  0.9
10 Lac       22 39 15.68 +39 03 01.0 214680  4.9 O9V               1.89  0.22  -0.32  0.25  -5.46  0.19 -10.1  0.3
12 Lac       22 41 28.65 +40 13 31.6 214993  5.2 B2III             2.43  0.29  -1.59  0.33  -5.33  0.28 -12.5  2.2
HD 215191    22 42 55.48 +37 48 10.1 215191  6.4 B1V               3.11  0.46  -0.50  0.48  -5.61  0.36 -17.8  2.9
HR 8677      22 47 23.24 +58 28 58.9 215907  6.4 B9.5IV            3.24  0.38   7.87  0.38   7.13  0.31   0.3  2.4
14 Lac       22 50 21.77 +41 57 12.2 216200  5.9 B4+F9III          2.87  0.46   7.96  0.25  -3.73  0.32 -15.8  3.1
HR 8733      22 57 40.74 +39 18 31.6 217101  6.2 B2IV-V            2.12  0.37   0.19  0.35  -5.42  0.23 -15.5  2.9
omi And      23 01 55.26 +42 19 33.5 217675  3.6 B6IV/V\_sh        4.75  0.53  22.99  0.28   0.88  0.34 -99.9 -9.9
V* LN And    23 02 45.15 +44 03 31.5 217811  6.4 B2V               3.07  0.59   0.35  0.41  -5.82  0.44 -11.3  0.1
HR 8803      23 07 10.45 +59 43 38.6 218440  6.4 B2V               2.39  0.36   6.70  0.41  -1.68  0.34  -4.6  4.3
V* V649 Cas  23 16 27.05 +61 57 46.6 219634  6.5 B0Vn              0.93  0.46   0.33  0.50  -1.85  0.43 -25.8  4.4
HR 9005      23 46 36.74 +66 46 56.1 223128  5.9 B2IV              2.19  0.27   8.71  0.26  -3.59  0.23  -9.7  0.6
sig Phe      23 47 16.00 -50 13 35.3 223145  5.2 B3V               5.40  0.25   8.98  0.20 -23.22  0.18  11.0  4.2
V* V373 Cas  23 55 33.84 +57 24 43.8 224151  6.0 B0.5II-III        0.17  0.32  -3.49  0.33  -0.10  0.24 -24.5  4.3
HD 224559    23 58 46.44 +46 24 47.4 224559  6.5 B4Vne             2.29  0.43  15.29  0.28   0.19  0.30  -4.0  1.3
sig Cas      23 59 00.54 +55 45 17.7 224572  5.0 B1V               0.72  0.43   8.14  0.34  -5.01  0.32 -12.6  2.8
